model_year,KM,HP,Litros,Cilindros,price_eur
2017,106619,605.0,4.0,8.0,53872
2008,40274,380.0,4.3,8.0,35490
2016,49407,215.0,1.6,4.0,19565
2022,33278,300.0,2.3,4.0,41860
2019,117629,445.0,6.6,8.0,53235
2019,50855,460.0,5.0,8.0,37310
2012,111045,300.0,3.0,6.0,14469
2001,147757,310.0,5.7,8.0,11694
2011,231581,378.0,4.6,8.0,9054
2015,113781,445.0,4.4,8.0,20930
2018,61155,400.0,3.0,6.0,29120
2014,86100,302.0,3.5,6.0,22295
2020,38798,255.0,2.0,4.0,50960
2022,6444,186.0,2.5,4.0,23205
2011,279150,381.0,5.7,8.0,14560
2017,259104,290.0,3.5,6.0,15925
2019,104638,340.0,3.0,6.0,36855
2018,46098,505.0,2.9,6.0,37765
2017,142353,449.0,4.7,8.0,36399
2021,109516,291.0,3.8,6.0,26936
2021,22048,382.0,3.0,6.0,54600
2013,168981,300.0,3.7,6.0,6006
2015,136794,365.0,3.5,6.0,28210
2010,271049,245.0,3.5,6.0,9919
2007,260714,239.0,4.0,6.0,21819
2018,73708,240.0,2.0,4.0,19019
2017,84491,247.0,2.0,4.0,22704
2017,56078,295.0,3.6,6.0,27300
2023,13679,382.0,3.0,6.0,61789
2022,71550,121.0,1.8,4.0,20880
2009,223699,169.0,2.4,4.0,3822
2019,148060,420.0,6.2,8.0,47229
2004,227254,345.0,5.7,8.0,5187
2021,117218,255.0,2.0,4.0,37310
2003,265542,260.0,3.5,6.0,3640
2019,67592,340.0,3.0,6.0,44581
2012,280026,335.0,4.6,8.0,10919
2018,68639,220.0,2.0,4.0,29111
2013,24945,430.0,6.2,8.0,40950
2013,112252,300.0,3.0,6.0,14559
2007,205964,380.0,4.6,8.0,9099
2013,185075,288.0,3.6,6.0,12740
2016,173407,420.0,6.2,8.0,32305
2016,54162,383.0,5.7,8.0,57239
2021,48316,420.0,6.2,8.0,67795
2020,50453,425.0,3.0,6.0,56830
2012,262323,255.0,5.4,8.0,17790
2013,117482,227.0,2.5,5.0,12649
2015,229801,355.0,5.3,8.0,20929
2017,158520,335.0,3.0,6.0,22295
2018,119091,381.0,5.7,8.0,34580
2017,40234,567.0,4.4,8.0,59150
2008,103803,300.0,4.6,8.0,14560
2010,140415,202.0,3.8,6.0,16835
2020,53990,469.0,4.0,8.0,52779
2015,152083,355.0,5.3,8.0,27300
2015,164153,241.0,2.0,4.0,15470
2016,80144,340.0,3.0,6.0,34125
2015,180247,169.0,2.5,4.0,13195
2018,149669,152.0,2.0,4.0,14560
2020,56649,237.0,2.0,4.0,25935
2018,42648,354.0,3.0,6.0,34580
2009,249448,403.0,6.2,8.0,15379
2016,230603,161.0,2.1,4.0,30476
2017,314403,355.0,5.3,8.0,23660
2017,143798,310.0,2.3,4.0,19100
2005,183465,270.0,4.7,8.0,12240
2018,73413,420.0,6.2,8.0,46410
2018,106056,301.0,4.6,8.0,31577
2013,186478,283.0,3.6,6.0,8645
2020,72420,284.0,3.5,6.0,26389
2020,36210,316.0,2.0,4.0,45500
2013,157716,320.0,5.3,8.0,25024
2007,159325,403.0,6.2,8.0,20929
2015,312943,169.0,2.5,4.0,8998
2018,121451,355.0,5.3,8.0,31395
2015,269565,355.0,5.3,8.0,16380
2014,123919,305.0,2.5,4.0,27300
2016,153000,181.0,1.6,4.0,11602
2008,45303,430.0,6.2,8.0,28210
2015,226113,395.0,5.7,8.0,12740
2017,111738,335.0,2.7,6.0,24115
2014,57775,385.0,6.2,8.0,25389
2013,109958,180.0,2.4,4.0,10915
2019,30899,455.0,6.2,8.0,37765
2001,94629,190.0,2.3,4.0,8190
2009,69202,552.0,6.0,12.0,44135
2019,149140,450.0,6.7,8.0,45500
2018,65983,600.0,4.4,8.0,54782
2015,152299,385.0,6.2,8.0,29575
2019,79193,380.0,3.0,6.0,56807
2018,81111,252.0,2.0,4.0,25935
2017,101630,248.0,2.0,4.0,19565
2011,222170,335.0,4.7,8.0,15015
2013,69202,283.0,3.6,6.0,31850
2018,48039,550.0,4.0,8.0,81672
2009,305968,390.0,5.0,8.0,11375
2016,178637,158.0,2.0,4.0,11830
2014,160049,285.0,3.6,6.0,19110
2020,28164,180.0,2.4,4.0,23382
2015,123522,208.0,2.0,4.0,14559
2014,246793,182.0,2.5,4.0,8190
2015,176352,192.0,2.4,4.0,10829
2016,108277,449.0,4.7,8.0,38219
2016,231746,301.0,3.6,6.0,16744
2017,99414,567.0,4.4,8.0,41860
2009,78456,159.0,2.7,4.0,16289
2018,120701,355.0,5.3,8.0,32760
2010,134380,200.0,2.0,4.0,5915
2020,70811,280.0,3.5,6.0,31849
2017,86100,404.0,3.0,6.0,26117
2021,25910,146.0,2.0,4.0,23205
2014,62056,420.0,5.0,8.0,25935
2022,8208,120.0,1.6,4.0,17745
2009,112274,300.0,3.0,6.0,17745
2011,170590,385.0,5.0,8.0,8554
2021,72420,375.0,3.5,6.0,47320
2011,134807,263.0,3.5,6.0,8185
2018,66788,362.0,3.0,6.0,36262
2015,45062,444.0,4.7,8.0,40949
2014,137599,411.0,6.2,8.0,24479
2001,268760,300.0,6.0,8.0,5915
2011,165779,400.0,5.6,8.0,12285
2012,191512,211.0,2.0,4.0,10920
2018,83686,350.0,6.7,6.0,45500
2014,80628,240.0,2.0,4.0,9823
2005,151278,300.0,2.5,4.0,17745
2002,192317,320.0,3.6,6.0,33665
2019,59063,348.0,3.0,6.0,44581
2017,111510,304.0,3.6,6.0,19107
2019,31865,362.0,3.0,6.0,48958
2013,147862,333.0,3.0,6.0,21840
2018,102998,283.0,3.6,6.0,31850
2019,31060,335.0,3.0,6.0,32760
2021,83686,355.0,5.3,8.0,55510
2010,138677,304.0,3.6,6.0,15470
2020,148060,375.0,3.5,6.0,27299
2016,41387,435.0,5.0,8.0,30849
2016,68558,350.0,3.7,6.0,29074
2022,3040,221.0,2.5,4.0,29894
2004,148864,450.0,4.5,8.0,10920
2016,100584,425.0,3.0,6.0,36855
2022,47476,303.0,3.6,6.0,28210
2021,61155,470.0,6.4,8.0,66412
2007,80467,420.0,4.2,8.0,19929
2017,151232,420.0,6.2,8.0,42770
2005,273588,285.0,4.8,8.0,8190
2022,12002,455.0,6.2,8.0,43225
2012,254865,191.0,2.5,4.0,7508
2021,39703,490.0,6.2,8.0,65975
2012,312213,138.0,1.4,4.0,4459
2021,30578,255.0,2.0,4.0,34579
2004,239470,240.0,3.8,6.0,5915
2001,192960,240.0,2.0,4.0,16380
2015,114263,420.0,6.2,8.0,32759
2013,140819,225.0,4.6,8.0,16177
2017,173809,333.0,3.0,6.0,23659
2011,177028,230.0,3.0,6.0,5460
2004,283665,160.0,2.4,4.0,3412
2016,48280,170.0,1.8,4.0,17290
2009,173004,132.0,2.0,4.0,8645
2018,37820,450.0,3.5,6.0,45500
2004,262323,325.0,6.0,8.0,16380
2019,104374,450.0,3.5,6.0,42765
2011,273588,288.0,3.6,6.0,3640
2005,154497,340.0,5.7,8.0,10920
2012,198271,280.0,3.6,6.0,11329
2018,80345,293.0,3.6,6.0,24115
2020,69202,285.0,3.6,6.0,42315
2018,86019,420.0,6.2,8.0,45499
2009,215652,260.0,2.0,4.0,8645
2023,25325,389.0,3.0,6.0,61789
2008,112654,405.0,4.2,8.0,11830
2019,72420,445.0,4.4,8.0,42769
2013,166512,268.0,3.5,6.0,12922
2020,78858,355.0,5.3,8.0,40859
2016,67077,189.0,2.0,4.0,15920
2018,59707,395.0,5.0,8.0,41860
2020,65936,260.0,2.4,4.0,29575
2013,264737,270.0,3.5,6.0,15015
2001,96561,333.0,3.2,6.0,22750
2005,200761,180.0,1.8,4.0,6279
2021,18105,420.0,6.2,8.0,63928
2020,64709,485.0,6.4,8.0,34580
2012,171130,300.0,3.7,6.0,17290
2016,99779,469.0,4.0,8.0,36400
2011,96561,536.0,5.5,8.0,33670
2004,209215,316.0,6.0,8.0,15015
2019,16737,460.0,5.0,8.0,36400
2013,74757,200.0,2.0,4.0,20828
2017,62764,333.0,3.0,6.0,31850
2010,119091,118.0,1.6,4.0,8782
2019,93342,360.0,6.0,8.0,33215
2018,47958,471.0,5.0,8.0,62330
2022,25481,308.0,3.5,6.0,47320
2014,129087,300.0,3.0,6.0,16375
2013,203139,188.0,2.0,4.0,10465
2018,118287,320.0,3.0,6.0,29120
2023,13840,400.0,5.6,8.0,71881
2020,80451,270.0,2.0,4.0,48230
2016,64937,330.0,3.4,6.0,61875
2009,185075,172.0,2.4,4.0,4004
2022,4104,355.0,5.3,8.0,54600
2018,25753,550.0,5.0,8.0,68159
2005,234964,190.0,4.0,6.0,14469
2003,148060,150.0,2.4,4.0,11375
2020,11104,290.0,3.5,6.0,39585
2018,188293,248.0,2.0,4.0,15470
2018,31543,425.0,3.0,6.0,56420
2016,41038,560.0,4.4,8.0,50050
2020,50051,228.0,2.0,4.0,24569
2004,247839,235.0,4.7,8.0,9100
2014,135990,451.0,6.2,8.0,37765
2011,212433,300.0,3.0,6.0,10010
2017,72420,395.0,5.7,8.0,27299
2018,77249,295.0,3.5,6.0,24570
2022,22964,503.0,3.0,6.0,72800
2016,189355,320.0,3.0,6.0,17745
2013,70655,200.0,2.4,4.0,11375
2017,35406,385.0,6.2,8.0,48230
2015,138027,240.0,2.0,4.0,11830
2017,67253,395.0,5.7,8.0,38675
2011,166406,261.0,4.0,6.0,15470
2012,173882,160.0,2.0,4.0,5915
2014,70312,402.0,4.7,8.0,21385
2003,23979,420.0,5.9,12.0,29894
2003,108711,325.0,6.0,8.0,27300
2011,215652,390.0,5.7,8.0,9555
2013,140013,138.0,1.4,4.0,9100
2008,160934,380.0,4.6,8.0,10465
2014,57936,400.0,4.8,8.0,33670
2014,109274,333.0,3.0,6.0,23651
2020,44036,278.0,3.5,6.0,31850
2015,146450,268.0,2.0,4.0,17290
2013,285819,180.0,2.5,4.0,6461
2011,252466,354.0,4.2,8.0,9009
2010,198947,179.0,2.5,4.0,9009
2012,207605,171.0,2.5,4.0,6370
2022,21726,325.0,2.9,6.0,79169
2016,80261,300.0,3.0,6.0,19565
2016,141448,210.0,2.0,4.0,14560
2013,98289,305.0,3.6,6.0,15288
2015,199961,235.0,2.0,4.0,16289
2014,113781,181.0,1.6,4.0,14332
2017,158681,320.0,3.0,6.0,24115
2022,2575,308.0,3.5,6.0,53690
2018,59618,280.0,2.0,4.0,24206
2005,156341,295.0,5.3,8.0,7279
2018,120944,455.0,6.2,8.0,40950
2017,38624,335.0,3.6,6.0,29120
2016,123107,200.0,2.0,4.0,11830
2010,210985,310.0,4.7,8.0,11825
2023,18747,280.0,3.5,6.0,36399
2017,215652,420.0,6.2,8.0,30029
2015,198754,355.0,5.3,8.0,23342
2016,65291,435.0,5.0,8.0,27746
2011,281635,250.0,3.5,6.0,8190
2008,273588,235.0,3.2,6.0,6370
2009,269243,190.0,2.4,4.0,5688
2017,72420,172.0,2.4,4.0,15015
2004,297729,295.0,5.3,8.0,9555
2022,2253,455.0,6.2,8.0,49959
2018,73777,340.0,3.0,6.0,33670
2015,76927,101.0,1.4,4.0,10465
2017,87387,605.0,4.0,8.0,48685
2016,193121,240.0,2.0,4.0,14560
2020,111045,400.0,5.6,8.0,28620
2021,38624,395.0,5.7,8.0,38220
2014,105492,560.0,4.4,8.0,36386
2023,3058,401.0,2.5,5.0,71799
2015,204000,211.0,2.0,4.0,12740
2007,222089,210.0,3.3,6.0,6188
2007,138404,340.0,5.7,8.0,13650
2018,86905,450.0,3.5,6.0,42315
2014,202003,134.0,1.8,4.0,14560
2015,119896,386.0,4.6,8.0,30849
2020,54718,335.0,3.0,6.0,53995
2023,8851,291.0,3.8,6.0,36400
2001,241402,290.0,4.0,8.0,8986
2013,122807,300.0,3.0,6.0,10920
2015,158564,280.0,3.0,6.0,9095
2011,297729,248.0,3.5,6.0,8099
2017,70811,425.0,3.0,6.0,50050
2008,125046,156.0,2.3,4.0,5733
2019,62764,302.0,3.5,6.0,30940
2019,95387,380.0,3.0,6.0,50045
2022,37015,285.0,3.6,6.0,39130
2018,76766,600.0,4.4,8.0,50049
2007,79865,228.0,3.0,6.0,10920
2016,63971,134.0,1.8,4.0,20015
2015,164475,355.0,5.3,8.0,22750
2014,96736,160.0,2.0,4.0,8644
2012,78858,330.0,3.7,6.0,18109
2016,177752,231.0,2.0,4.0,10010
2020,805,405.0,3.0,6.0,63700
2010,52548,182.0,2.4,4.0,5915
2008,101276,260.0,3.8,6.0,9100
2007,207605,366.0,6.0,8.0,16334
2002,190868,220.0,4.6,8.0,4759
2018,72565,313.0,2.0,4.0,27982
2014,236091,270.0,4.0,6.0,22749
2015,41499,380.0,3.0,6.0,35035
2010,66788,416.0,5.0,8.0,40768
2014,213399,285.0,3.6,6.0,15470
2012,177028,400.0,5.6,8.0,14196
2005,222089,184.0,2.5,6.0,9054
2014,272784,320.0,5.3,8.0,13650
2017,130357,365.0,3.5,6.0,24570
2019,46671,395.0,5.7,8.0,45045
2019,119091,184.0,2.0,4.0,23205
2005,273588,282.0,4.7,8.0,10192
2020,93342,310.0,3.6,6.0,25207
2017,167372,365.0,3.5,6.0,18195
2016,163992,270.0,4.0,6.0,26390
2016,138806,285.0,3.6,6.0,20020
2019,103854,188.0,2.0,4.0,17649
2003,119091,287.0,3.5,6.0,10010
2022,22048,191.0,2.5,4.0,35945
2011,271979,300.0,3.0,6.0,10009
2017,119091,275.0,2.0,4.0,18018
2012,80467,425.0,4.7,8.0,24112
2023,7564,355.0,3.0,6.0,47320
2017,59546,248.0,2.0,4.0,28210
2011,148913,320.0,5.3,8.0,16835
2001,196340,140.0,1.8,4.0,7098
2010,313017,320.0,5.3,8.0,8645
2005,237521,275.0,4.2,6.0,2548
2016,68799,208.0,2.0,4.0,20929
2018,59262,174.0,2.0,4.0,21839
2015,72420,454.0,4.7,8.0,38129
2018,114263,212.0,1.5,4.0,15925
2016,18804,550.0,5.0,8.0,49959
2017,60833,305.0,2.5,4.0,29575
2015,175418,158.0,2.0,4.0,6915
2013,29763,400.0,3.8,6.0,79079
2014,170590,333.0,3.0,6.0,20930
2014,164749,333.0,3.0,6.0,19449
2017,99779,455.0,6.2,8.0,31395
2017,146450,160.0,2.0,4.0,11375
2018,30256,247.0,2.0,4.0,23660
2015,57936,400.0,3.8,6.0,77349
2012,25263,429.0,5.0,8.0,17290
2022,38265,189.0,2.0,4.0,27300
2003,133576,260.0,4.6,8.0,9555
2019,154497,147.0,1.4,4.0,13632
2018,87376,567.0,4.4,8.0,44590
2015,137414,210.0,2.0,4.0,14150
2003,288716,316.0,6.0,8.0,13650
2018,90133,575.0,5.0,8.0,53690
2014,196662,285.0,3.6,6.0,19565
2018,17622,425.0,3.0,6.0,55505
2010,170204,270.0,3.0,6.0,11739
2012,261890,320.0,5.3,8.0,13195
2006,215652,265.0,4.0,6.0,7735
2013,93200,305.0,3.7,6.0,17062
2020,62764,295.0,3.5,6.0,27209
2004,238183,250.0,5.9,6.0,17290
2001,223699,190.0,4.3,6.0,6370
2012,50099,302.0,3.5,6.0,21385
2014,141622,302.0,3.5,6.0,14105
2018,61155,453.0,3.0,6.0,55055
2016,120459,300.0,3.0,6.0,19929
2013,202616,375.0,5.0,8.0,19110
2016,191029,383.0,5.7,8.0,42679
2019,80161,302.0,3.5,6.0,30849
2012,95917,302.0,3.5,6.0,18109
2016,84893,360.0,3.5,6.0,26388
2019,127943,270.0,4.0,6.0,30333
2009,34601,268.0,3.5,6.0,16380
2019,80467,138.0,1.4,4.0,17103
2009,308632,310.0,5.4,8.0,8872
2021,58226,270.0,4.0,6.0,33661
2016,201168,380.0,3.5,6.0,24115
2004,53691,178.0,1.8,4.0,16015
2002,188615,333.0,3.2,6.0,13650
2019,108631,375.0,3.5,6.0,36855
2012,269575,140.0,1.8,4.0,5915
2016,95354,220.0,2.0,4.0,17289
2012,202777,400.0,4.8,8.0,16379
2018,115812,469.0,4.0,8.0,42679
2017,74030,503.0,4.0,8.0,50960
2016,231746,340.0,3.0,6.0,16380
2016,137317,285.0,3.6,6.0,27300
2014,123115,302.0,3.5,6.0,16379
2019,66711,247.0,2.0,4.0,20475
2015,114730,340.0,3.0,6.0,19110
2021,55305,410.0,6.4,8.0,43680
2011,147255,300.0,3.0,6.0,12375
2019,95495,335.0,3.0,6.0,38674
2015,150313,290.0,3.6,6.0,17199
2021,91733,400.0,6.7,6.0,47320
2013,30497,500.0,4.0,8.0,70979
2015,61155,290.0,3.5,6.0,19929
2005,258943,190.0,4.0,6.0,6552
2018,53108,241.0,2.0,4.0,27209
2005,13409,400.0,6.75,8.0,43088
2015,129230,355.0,2.0,4.0,20020
2015,281635,340.0,3.0,6.0,17745
2019,4506,526.0,5.2,8.0,82810
2006,69202,425.0,6.1,8.0,18195
2023,8851,400.0,3.5,6.0,63700
2013,292627,285.0,3.6,6.0,19110
2011,120701,525.0,5.2,10.0,67340
2018,60796,247.0,2.0,4.0,29575
2014,138404,260.0,4.0,6.0,37765
2008,253472,300.0,5.4,8.0,13650
2018,41843,455.0,6.2,8.0,35490
2015,119091,420.0,4.0,8.0,27254
2004,103803,180.0,3.4,6.0,5369
2017,189706,350.0,6.7,6.0,38220
2020,6437,285.0,3.6,6.0,45500
2007,189903,172.0,1.6,4.0,3276
2018,73351,375.0,3.5,6.0,40971
2023,523,437.0,3.4,6.0,77347
2017,86100,362.0,3.0,6.0,30939
2010,212433,230.0,3.0,6.0,7735
2011,181856,148.0,2.0,4.0,5278
2011,200431,265.0,3.0,6.0,7690
2016,74030,400.0,3.6,6.0,34580
2018,114088,260.0,3.5,6.0,26385
2019,33190,330.0,2.0,4.0,33488
2004,215652,294.0,4.2,8.0,8645
2010,93342,118.0,1.6,4.0,7280
2017,71294,189.0,2.0,4.0,18913
2016,206048,311.0,3.5,6.0,16380
2021,50694,473.0,3.0,6.0,49595
2018,67794,237.0,2.0,4.0,35489
2014,111046,321.0,3.6,6.0,17745
2004,244453,230.0,3.3,6.0,7189
2016,229599,450.0,4.0,8.0,20020
2022,30352,445.0,6.6,8.0,67795
2003,304166,175.0,2.5,4.0,2638
2012,238183,320.0,5.3,8.0,16380
2012,70811,302.0,3.5,6.0,20222
2018,99461,305.0,3.6,6.0,29120
2012,181856,270.0,3.0,6.0,9100
2018,85456,160.0,1.5,4.0,15925
2006,128748,355.0,3.8,6.0,39130
2023,32187,310.0,3.5,6.0,71434
2017,205996,285.0,3.6,6.0,24388
2019,15289,350.0,2.5,4.0,62790
2012,165762,451.0,6.3,8.0,36400
2013,1287,132.0,1.6,4.0,8918
2012,61771,510.0,5.0,8.0,33624
2014,136794,292.0,3.6,6.0,10238
2004,55126,543.0,5.5,12.0,58468
2013,165941,199.0,2.4,4.0,8372
2022,10783,455.0,6.2,8.0,35945
2016,86905,300.0,3.7,6.0,21839
2002,111528,225.0,1.8,4.0,9095
2023,8591,389.0,3.0,6.0,69615
2017,191512,180.0,2.4,4.0,14469
2005,229032,400.0,6.0,8.0,20019
2008,99128,70.0,1.0,3.0,4550
2002,71082,350.0,5.7,8.0,27300
2022,19312,365.0,3.3,6.0,37310
2022,26393,191.0,2.5,4.0,30940
2008,108314,173.0,2.4,4.0,4459
2018,51819,270.0,4.0,6.0,32305
2020,83686,310.0,3.6,6.0,32578
2015,1362,357.0,1.5,3.0,79169
2022,13518,400.0,5.6,8.0,54554
2005,209215,295.0,5.3,8.0,6552
2020,191512,169.0,2.5,4.0,16380
2018,136794,340.0,3.0,6.0,30030
2016,121023,385.0,6.2,8.0,20020
2015,105895,425.0,3.0,6.0,40904
2015,147577,155.0,2.0,4.0,10920
2016,100238,329.0,3.0,6.0,27254
2011,297729,260.0,3.5,6.0,6825
2014,104607,188.0,3.0,6.0,50049
2017,200573,188.0,3.0,6.0,68250
2017,90123,402.0,4.7,8.0,32532
2010,104285,255.0,2.9,6.0,19019
2009,147240,300.0,4.2,8.0,6370
2023,8340,146.0,2.0,4.0,29575
2019,142346,420.0,6.2,8.0,39039
2017,125706,170.0,2.5,4.0,15925
2016,82720,381.0,5.7,8.0,36309
2023,3922,375.0,3.0,6.0,71298
2011,153692,228.0,3.0,6.0,14551
2005,120701,240.0,3.8,6.0,11375
2003,98960,271.0,2.0,4.0,25480
2003,200775,130.0,1.8,4.0,4545
2007,120900,310.0,5.3,8.0,15014
2016,143232,210.0,2.0,4.0,13195
2012,188647,206.0,2.4,4.0,8099
2019,141622,280.0,3.6,6.0,36309
2022,30578,437.0,3.4,6.0,64610
2011,106539,270.0,3.0,6.0,15014
2013,64374,280.0,3.5,6.0,21840
2020,42712,375.0,3.5,6.0,42765
2019,62764,335.0,3.0,6.0,45500
2004,88514,154.0,2.7,5.0,21840
2016,96561,400.0,5.6,8.0,23614
2007,120921,245.0,2.7,6.0,22749
2015,154497,281.0,3.6,6.0,15470
2005,71455,280.0,3.2,6.0,27118
2008,226274,390.0,4.2,8.0,6825
2021,29129,349.0,3.0,6.0,47138
2011,181621,335.0,4.7,8.0,10919
2018,88192,395.0,5.7,8.0,33716
2017,32541,390.0,5.6,8.0,29415
2022,137116,445.0,6.6,8.0,61425
2013,127687,445.0,4.4,8.0,15288
2018,113459,220.0,2.0,4.0,20930
2019,71551,325.0,2.7,6.0,31395
2015,25750,302.0,3.5,6.0,27755
2022,17542,349.0,3.0,6.0,49049
2019,77249,365.0,3.3,6.0,27299
2013,33394,300.0,3.7,6.0,30030
2017,45005,560.0,4.4,8.0,52780
2018,32187,424.0,3.0,6.0,39130
2003,241339,316.0,6.0,8.0,11375
2014,193121,300.0,3.0,6.0,18200
2013,133333,300.0,3.0,6.0,18199
2014,168981,158.0,2.0,4.0,9964
2020,60235,381.0,5.7,8.0,56055
2003,204826,333.0,3.2,6.0,13650
2022,27359,275.0,2.3,4.0,40040
2023,45866,355.0,5.3,8.0,61698
2015,134251,220.0,2.0,4.0,14560
2019,73869,335.0,3.0,6.0,37765
2003,233355,350.0,5.7,8.0,20020
2023,14484,490.0,6.2,8.0,75075
2014,95690,400.0,6.7,8.0,37309
2008,93104,210.0,3.3,6.0,12649
2005,187199,215.0,3.2,6.0,5460
2017,271979,290.0,3.5,6.0,11830
2002,57156,310.0,5.7,8.0,19110
2011,193121,188.0,3.0,6.0,29119
2022,7274,250.0,2.0,4.0,35035
2019,93342,247.0,2.0,4.0,34580
2015,94411,300.0,3.0,6.0,19064
2018,84803,385.0,3.0,6.0,45499
2018,85295,252.0,2.0,4.0,25480
2009,229332,76.0,1.5,4.0,6369
2020,36460,425.0,3.0,6.0,58239
2015,144400,288.0,3.6,6.0,14560
2015,106217,160.0,2.0,4.0,10920
2007,165762,306.0,3.5,6.0,11739
2010,99136,345.0,3.6,6.0,47092
2018,108872,375.0,3.5,6.0,27300
2016,72420,206.0,2.4,4.0,15015
2019,111608,306.0,3.5,6.0,32760
2006,196567,360.0,4.8,8.0,9555
2016,145420,220.0,2.0,4.0,14104
2015,148422,311.0,3.8,6.0,15470
2009,180247,420.0,4.0,8.0,25480
2021,43130,311.0,3.5,6.0,40040
2009,83659,300.0,3.0,6.0,18199
2000,156106,200.0,4.3,6.0,25025
2017,251787,440.0,6.7,8.0,36400
2010,74191,485.0,3.8,6.0,66429
2015,110641,440.0,6.7,8.0,40950
2004,145847,210.0,3.0,6.0,5005
2018,68397,330.0,3.0,6.0,49139
2008,241402,382.0,5.5,8.0,15288
2015,65822,577.0,5.5,8.0,54372
2007,133817,244.0,2.3,4.0,6324
2016,263932,455.0,6.2,8.0,19565
2014,133756,302.0,3.5,6.0,14105
2018,50035,600.0,4.4,8.0,61880
2021,16576,335.0,3.6,6.0,27209
2019,48280,152.0,2.0,4.0,19338
2017,301174,390.0,5.6,8.0,15465
2016,113464,308.0,3.6,6.0,14105
2014,48280,400.0,3.8,6.0,71435
2007,144841,306.0,3.5,6.0,10920
2021,21475,188.0,3.0,6.0,51415
2003,114263,150.0,2.4,4.0,11374
2011,159647,268.0,3.5,6.0,10829
2020,69202,248.0,2.0,4.0,36400
2006,217261,236.0,4.0,6.0,15379
2018,51499,453.0,3.0,6.0,63700
2013,130357,302.0,3.5,6.0,11830
2019,55799,400.0,3.5,6.0,41405
2016,80065,280.0,3.6,6.0,59150
2016,29079,523.0,6.0,12.0,72799
2010,22289,385.0,3.8,6.0,64974
2016,79893,402.0,4.7,8.0,30935
2022,58097,227.0,1.6,4.0,34125
2012,196340,370.0,5.7,8.0,12285
2019,32992,560.0,4.4,8.0,61789
2018,193041,390.0,5.6,8.0,19109
2007,177063,172.0,1.6,4.0,5688
2016,23979,350.0,2.3,4.0,35490
2006,84883,325.0,3.6,6.0,34125
2019,125030,380.0,3.0,6.0,39585
2012,58850,167.0,2.0,4.0,18381
2009,28968,552.0,6.0,12.0,57330
2012,197306,300.0,3.0,6.0,11739
2016,221285,420.0,6.2,8.0,26845
2019,104607,370.0,6.7,6.0,59150
2015,166966,173.0,2.0,4.0,7735
2020,85295,310.0,3.5,6.0,35035
2017,117675,268.0,2.0,4.0,18154
2005,261489,190.0,4.0,6.0,10010
2017,148060,390.0,5.6,8.0,19019
2020,86023,147.0,2.0,4.0,15465
2022,29717,400.0,3.5,6.0,43225
2022,24060,147.0,2.0,4.0,21840
2020,20921,285.0,3.6,6.0,35945
2019,53911,445.0,4.4,8.0,40490
2013,154497,240.0,2.0,4.0,12285
2018,160934,153.0,1.4,4.0,7735
2023,20117,191.0,2.5,4.0,27299
2023,20921,187.0,2.5,4.0,29029
2018,11587,425.0,3.0,6.0,58240
2019,111375,450.0,6.7,8.0,66885
2010,213560,204.0,2.5,6.0,9737
2011,121505,300.0,3.0,6.0,11807
2022,57454,301.0,4.6,8.0,47229
2012,165762,407.0,4.4,8.0,14560
2010,217261,168.0,2.4,4.0,3639
2013,186684,173.0,2.5,4.0,11375
2012,189903,555.0,4.4,8.0,15470
2015,128548,577.0,5.5,8.0,41632
2016,125440,310.0,3.6,6.0,27300
2016,128739,445.0,4.4,8.0,21835
2017,163273,340.0,3.0,6.0,16835
2008,132486,237.0,2.2,4.0,25935
2015,157716,425.0,3.0,6.0,30029
2007,131966,394.0,4.2,8.0,7279
2020,31221,310.0,3.5,6.0,52780
2006,87037,390.0,4.2,8.0,15470
2010,158842,290.0,3.8,6.0,9409
2021,53108,248.0,2.0,4.0,36400
2018,102129,341.0,6.0,8.0,30030
2021,11668,400.0,5.6,8.0,34580
2017,87709,362.0,3.0,6.0,34575
2023,24945,147.0,2.0,4.0,22295
2017,199559,420.0,6.2,8.0,29120
2021,38879,400.0,2.0,4.0,40859
2009,93020,600.0,6.0,12.0,54054
2016,36210,350.0,3.4,6.0,70980
2010,187410,328.0,3.7,6.0,15015
2014,64374,445.0,4.4,8.0,30940
2019,65983,329.0,3.0,6.0,36309
2016,160798,340.0,3.0,6.0,24115
2020,14645,285.0,3.6,6.0,45404
2013,236881,305.0,3.7,6.0,11821
2015,148060,301.0,4.6,8.0,25480
2021,41838,383.0,5.7,8.0,79170
2022,9656,295.0,3.5,6.0,52779
2017,98170,150.0,1.4,4.0,14555
2018,86430,241.0,2.0,4.0,23569
2017,143232,355.0,5.3,8.0,27299
2018,123115,308.0,3.6,6.0,30485
2002,176645,300.0,4.3,8.0,13650
2004,286463,184.0,2.5,6.0,5232
2014,129317,134.0,1.8,4.0,12112
2018,98585,450.0,4.0,8.0,45499
2015,110819,175.0,2.5,4.0,13650
2014,262354,200.0,2.0,4.0,8099
2001,167356,225.0,3.0,6.0,9555
2014,177028,252.0,2.0,4.0,8640
2006,154940,325.0,3.6,6.0,47775
2013,209215,429.0,4.6,8.0,24479
2018,111206,365.0,3.3,6.0,29575
2017,111695,416.0,3.0,6.0,26845
2020,149669,355.0,5.3,8.0,35035
2020,59546,335.0,3.0,6.0,45500
2019,19312,349.0,3.0,6.0,43680
2021,8196,181.0,2.0,4.0,25480
